1,7.49,7,2022-09-12,M
1,2.49,14,2022-09-12,M
1,4.69,18,2022-09-12,M
2,4.69,18,2022-09-12,M
2,7.69,5,2022-09-12,M
3,4.69,18,2022-09-12,M
3,6.49,17,2022-09-12,M
4,2.45,11,2022-09-12,M
4,7.09,6,2022-09-12,M
5,3.29,19,2022-09-12,M
6,7.69,5,2022-09-12,M
6,2.89,10,2022-09-12,M
7,2.69,9,2022-09-12,M
7,1.99,16,2022-09-12,M
7,7.09,6,2022-09-12,M
7,6.49,1,2022-09-12,M
8,8.29,8,2022-09-12,M
8,6.99,2,2022-09-12,M
9,2.45,11,2022-09-12,M
10,7.09,6,2022-09-12,M
10,1.99,16,2022-09-12,M
10,8.29,8,2022-09-12,M
11,7.69,5,2022-09-12,M
11,2.69,9,2022-09-12,M
12,7.49,4,2022-09-12,M
13,2.89,10,2022-09-12,M
14,2.49,15,2022-09-12,M
15,0.99,20,2022-09-12,M
16,2.49,13,2022-09-12,M
16,7.29,3,2022-09-12,M
17,6.49,1,2022-09-12,M
17,7.49,7,2022-09-12,M
17,1.99,12,2022-09-12,M
18,3.29,19,2022-09-12,M
19,2.49,13,2022-09-12,M
19,7.29,3,2022-09-12,M
19,6.49,1,2022-09-12,M
19,4.69,18,2022-09-12,M
20,6.99,2,2022-09-12,M
20,2.89,10,2022-09-12,M
20,2.45,11,2022-09-12,M
21,2.49,13,2022-09-12,M
21,6.99,2,2022-09-12,M
22,7.49,7,2022-09-12,M
23,0.99,20,2022-09-12,M
24,0.99,20,2022-09-12,M
24,6.99,2,2022-09-12,M
25,7.49,4,2022-09-12,M
25,2.49,14,2022-09-12,M
26,2.49,14,2022-09-12,M
26,2.49,14,2022-09-12,M
26,1.99,16,2022-09-12,M
26,0.99,20,2022-09-12,M
27,7.29,3,2022-09-12,M
28,2.49,14,2022-09-12,M
28,7.49,4,2022-09-12,M
29,3.29,19,2022-09-12,M
30,2.49,14,2022-09-12,M
31,4.69,18,2022-09-12,M
31,7.29,3,2022-09-12,M
31,7.69,5,2022-09-12,M
32,4.69,18,2022-09-12,M
32,4.69,18,2022-09-12,M
33,4.69,18,2022-09-12,M
33,6.99,2,2022-09-12,M
34,2.45,11,2022-09-12,M
35,2.49,13,2022-09-12,M
35,2.49,14,2022-09-12,M
36,7.49,7,2022-09-12,M
37,7.09,6,2022-09-12,M
37,2.49,13,2022-09-12,M
38,2.89,10,2022-09-12,M
38,2.89,10,2022-09-12,M
38,2.49,13,2022-09-12,M
39,0.99,20,2022-09-12,M
39,7.29,3,2022-09-12,M
40,8.29,8,2022-09-12,M
41,0.99,20,2022-09-12,M
41,7.29,3,2022-09-12,M
41,7.69,5,2022-09-12,M
41,6.49,1,2022-09-12,M
42,7.69,5,2022-09-12,M
43,6.49,17,2022-09-12,M
43,2.45,11,2022-09-12,M
44,3.29,19,2022-09-12,M
44,2.49,13,2022-09-12,M
44,2.49,13,2022-09-12,M
45,7.49,7,2022-09-12,M
46,3.29,19,2022-09-12,M
46,7.09,6,2022-09-12,M
46,6.49,1,2022-09-12,M
46,2.69,9,2022-09-12,M
47,1.99,16,2022-09-12,M
48,2.45,11,2022-09-12,M
48,2.49,13,2022-09-12,M
48,7.69,5,2022-09-12,M
49,2.49,14,2022-09-12,M
50,3.29,19,2022-09-12,M
51,7.09,6,2022-09-12,M
52,7.09,6,2022-09-12,M
53,2.49,15,2022-09-12,M
54,2.45,11,2022-09-12,M
54,4.69,18,2022-09-12,M
55,7.29,3,2022-09-12,M
55,7.09,6,2022-09-12,M
55,6.49,17,2022-09-12,M
55,7.49,7,2022-09-12,M
56,2.49,14,2022-09-12,M
56,4.69,18,2022-09-12,M
57,7.09,6,2022-09-12,M
58,7.49,4,2022-09-12,M
58,0.99,20,2022-09-12,M
59,0.99,20,2022-09-12,M
60,6.99,2,2022-09-12,M
61,7.69,5,2022-09-12,M
62,2.69,9,2022-09-12,M
62,2.89,10,2022-09-12,M
62,3.29,19,2022-09-12,M
63,2.45,11,2022-09-12,M
63,2.49,13,2022-09-12,M
64,2.69,9,2022-09-12,M
64,2.45,11,2022-09-12,M
65,3.29,19,2022-09-12,M
65,7.49,7,2022-09-12,M
65,6.99,2,2022-09-12,M
65,2.49,15,2022-09-12,M
66,2.49,13,2022-09-12,M
67,2.49,13,2022-09-12,M
67,7.49,7,2022-09-12,M
68,6.99,2,2022-09-12,M
69,2.49,13,2022-09-12,M
69,7.49,7,2022-09-12,M
69,6.49,1,2022-09-12,M
69,2.49,14,2022-09-12,M
70,6.99,2,2022-09-12,M
71,1.99,16,2022-09-12,M
72,7.49,4,2022-09-12,M
72,7.29,3,2022-09-12,M
73,7.69,5,2022-09-12,M
73,1.99,16,2022-09-12,M
73,7.49,4,2022-09-12,M
74,2.69,9,2022-09-12,M
74,4.69,18,2022-09-12,M
75,1.99,16,2022-09-12,M
76,2.45,11,2022-09-12,M
77,6.99,2,2022-09-12,M
78,1.99,12,2022-09-12,M
79,2.49,15,2022-09-12,M
80,0.99,20,2022-09-12,M
80,3.29,19,2022-09-12,M
80,0.99,20,2022-09-12,M
81,7.49,4,2022-09-12,M
81,8.29,8,2022-09-12,M
82,3.29,19,2022-09-12,M
83,1.99,12,2022-09-12,M
83,2.45,11,2022-09-12,M
83,2.49,13,2022-09-12,M
84,3.29,19,2022-09-12,M
84,4.69,18,2022-09-12,M
85,7.09,6,2022-09-12,M
85,6.99,2,2022-09-12,M
85,2.49,13,2022-09-12,M
85,7.49,7,2022-09-12,M
86,4.69,18,2022-09-12,M
86,1.99,16,2022-09-12,M
87,2.49,15,2022-09-12,M
87,7.09,6,2022-09-12,M
87,2.89,10,2022-09-12,M
88,7.69,5,2022-09-12,M
88,8.29,8,2022-09-12,M
88,7.69,5,2022-09-12,M
88,6.49,17,2022-09-12,M
88,6.49,1,2022-09-12,M
89,1.99,16,2022-09-12,M
89,3.29,19,2022-09-12,M
90,1.99,16,2022-09-12,M
90,2.45,11,2022-09-12,M
90,1.99,12,2022-09-12,M
91,2.89,10,2022-09-12,M
91,7.49,4,2022-09-12,M
92,8.29,8,2022-09-12,M
92,1.99,12,2022-09-12,M
92,7.49,7,2022-09-12,M
93,6.49,1,2022-09-12,M
93,7.69,5,2022-09-12,M
94,2.49,15,2022-09-12,M
95,2.45,11,2022-09-12,M
95,6.49,17,2022-09-12,M
95,7.49,7,2022-09-12,M
95,7.29,3,2022-09-12,M
96,7.49,7,2022-09-12,M
96,0.99,20,2022-09-12,M
97,4.69,18,2022-09-12,M
98,2.49,13,2022-09-12,M
98,2.45,11,2022-09-12,M
98,6.99,2,2022-09-12,M
98,6.49,17,2022-09-12,M
99,2.49,15,2022-09-12,M
99,3.29,19,2022-09-12,M
99,2.49,14,2022-09-12,M
99,2.49,15,2022-09-12,M
100,1.99,16,2022-09-12,M
101,7.49,4,2022-09-12,M
101,2.45,11,2022-09-12,M
101,2.49,13,2022-09-12,M
102,2.69,9,2022-09-12,M
102,2.69,9,2022-09-12,M
103,7.49,7,2022-09-12,M
104,7.49,7,2022-09-12,M
104,7.09,6,2022-09-12,M
105,1.99,12,2022-09-12,M
105,7.49,4,2022-09-12,M
106,7.29,3,2022-09-12,M
107,7.69,5,2022-09-12,M
107,8.29,8,2022-09-12,M
107,2.45,11,2022-09-12,M
108,7.49,4,2022-09-12,M
109,2.89,10,2022-09-12,M
110,1.99,16,2022-09-12,M
111,2.45,11,2022-09-12,M
111,7.09,6,2022-09-12,M
111,2.45,11,2022-09-12,M
112,3.29,19,2022-09-12,M
113,7.09,6,2022-09-12,M
113,6.49,1,2022-09-12,M
114,4.69,18,2022-09-12,M
114,2.89,10,2022-09-12,M
115,6.49,1,2022-09-12,M
115,2.45,11,2022-09-12,M
115,6.49,1,2022-09-12,M
116,1.99,12,2022-09-12,M
116,7.09,6,2022-09-12,M
117,2.49,13,2022-09-12,M
118,2.49,13,2022-09-12,M
118,2.69,9,2022-09-12,M
119,8.29,8,2022-09-12,M
119,3.29,19,2022-09-12,M
120,4.69,18,2022-09-12,M
